SubID,CustomerID,PlanID,StartDate,EndDate,Status,PaymentMethod,DiscountPercent,Currency,InvoiceAmount
S004285,C06826,P003,2022-01-29,,Active,PayPal,15,EUR,212.46
S004286,C00615,P001,2021-02-11,,Active,PayPal,0,USD,119.92
S004287,C07349,P002,2021-11-11,,Active,PayPal,0,USD,209.93
S004288,C12392,P004,2022-08-09,2022-09-08,Cancelled,PayPal,0,USD,99.99
S004289,C03671,P001,2021-07-29,2021-11-26,Cancelled,Credit Card,10,USD,53.96
S004290,C05988,P002,2022-05-03,2022-06-02,Cancelled,Bank Transfer,10,INR,26.99
S004291,C04468,P003,2024-02-03,2024-09-30,Cancelled,Credit Card,5,EUR,379.92
S004292,C12914,P002,2023-07-17,,Active,Credit Card,5,USD,113.96
S004293,C13474,P002,2023-06-13,,Active,Bank Transfer,5,USD,284.9
S004294,C13991,P001,2024-01-02,,Active,PayPal,5,EUR,113.92
S004295,C14017,P003,2024-02-03,2024-07-02,Cancelled,Credit Card,5,USD,237.45
S004296,C10354,P004,2021-09-06,,Active,Credit Card,10,INR,359.96
S004297,C00492,P003,2022-09-09,,Active,Credit Card,0,USD,399.92
S004298,C03791,P002,2022-11-12,,Active,Bank Transfer,0,USD,179.94
S004299,C13592,P004,2022-11-25,,Active,PayPal,10,EUR,179.98
S004300,C03088,P002,2023-02-24,,Active,Bank Transfer,15,USD,305.9
S004301,C11711,P004,2022-11-12,,Active,Credit Card,5,USD,474.95
S004302,C09632,P001,2024-01-08,,Active,Credit Card,10,INR,13.49
S004303,C04682,P003,2022-03-10,,Active,PayPal,0,INR,99.98
S004304,C07711,P004,2023-03-05,,Active,PayPal,5,USD,474.95
S004305,C00988,P004,2022-04-04,,Active,Bank Transfer,20,USD,239.98
S004306,C03508,P002,2022-09-18,,Active,Bank Transfer,0,INR,149.95
S004307,C01257,P001,2021-06-29,,Active,Bank Transfer,5,USD,156.65
S004308,C14277,P001,2023-03-06,2023-04-05,Cancelled,Bank Transfer,5,USD,14.24
S004309,C04105,P004,2023-04-16,2024-01-11,Cancelled,Bank Transfer,20,EUR,719.93
S004310,C13725,P003,2022-03-08,,Active,Credit Card,20,USD,279.94
S004311,C14261,P003,2021-08-02,2022-01-29,Cancelled,PayPal,0,USD,299.94
S004312,C07283,P003,2022-01-09,,Active,Credit Card,5,USD,189.96
S004313,C08162,P001,2021-12-01,2022-04-30,Cancelled,PayPal,0,USD,74.95
S004314,C01913,P003,2021-08-29,,Active,Bank Transfer,5,INR,94.98
S004315,C08288,P001,2022-01-24,,Active,PayPal,10,USD,26.98
S004316,C04830,P004,2021-03-12,2021-12-07,Cancelled,PayPal,20,USD,719.93
S004317,C01969,P003,2021-10-01,,Active,Credit Card,10,INR,494.9
S004318,C05832,P002,2023-03-06,2023-07-04,Cancelled,PayPal,10,USD,107.96
S004319,C04111,P001,2021-01-09,,Active,PayPal,0,USD,134.91
S004320,C12794,P003,2021-04-12,2021-08-10,Cancelled,Credit Card,0,INR,199.96
S004321,C13405,P001,2023-09-24,,Active,PayPal,0,USD,119.92
S004322,C06368,P004,2023-04-11,,Active,Credit Card,0,USD,999.9
S004323,C08335,P003,2021-03-14,,Active,Bank Transfer,10,INR,359.93
S004324,C06278,P003,2022-04-21,2023-03-17,Cancelled,Credit Card,15,USD,467.41
S004325,C13846,P003,2023-01-06,,Active,Credit Card,0,USD,99.98
S004326,C03318,P001,2021-01-14,,Active,Bank Transfer,20,USD,11.99
S004327,C06508,P001,2021-01-15,2021-07-14,Cancelled,Credit Card,5,USD,85.44
S004328,C04572,P001,2024-01-15,,Active,PayPal,0,INR,104.93
S004329,C08062,P004,2024-01-11,,Active,Bank Transfer,10,INR,449.96
S004330,C10973,P002,2021-02-11,,Active,Credit Card,10,USD,53.98
S004331,C07098,P004,2022-07-17,2022-12-14,Cancelled,PayPal,5,USD,474.95
S004332,C14136,P004,2024-04-01,,Active,Bank Transfer,20,EUR,239.98
S004333,C02651,P001,2022-06-17,,Active,PayPal,10,USD,94.44
S004334,C14766,P004,2024-03-13,,Active,PayPal,0,USD,199.98
S004335,C00272,P004,2023-04-08,,Active,PayPal,5,INR,759.92
S004336,C07583,P001,2022-10-09,,Active,PayPal,0,EUR,149.9
S004337,C00613,P003,2023-10-12,2024-02-09,Cancelled,PayPal,5,USD,189.96
S004338,C11787,P001,2023-01-31,,Active,Credit Card,5,USD,71.2
S004339,C03784,P001,2023-03-13,,Active,Credit Card,0,EUR,119.92
S004340,C00406,P002,2022-04-21,2022-11-17,Cancelled,Credit Card,10,EUR,188.94
S004341,C11787,P002,2021-05-05,2021-12-31,Cancelled,Bank Transfer,10,USD,215.93
S004342,C00571,P003,2023-09-11,,Active,PayPal,10,INR,44.99
S004343,C09472,P004,2021-01-19,,Active,Credit Card,10,USD,809.92
S004344,C01673,P003,2023-03-09,2023-10-05,Cancelled,Bank Transfer,15,USD,297.44
S004345,C04432,P001,2021-04-18,,Active,Bank Transfer,5,USD,170.89
S004346,C03879,P004,2023-07-19,2023-11-16,Cancelled,Bank Transfer,20,USD,319.97
S004347,C09971,P003,2021-12-28,,Active,Bank Transfer,0,INR,199.96
S004348,C08135,P003,2023-02-18,,Active,Credit Card,0,USD,49.99
S004349,C05570,P003,2022-11-03,,Active,Credit Card,10,EUR,89.98
S004350,C11517,P001,2024-03-11,2025-02-04,Cancelled,Bank Transfer,0,EUR,164.89
S004351,C03222,P001,2023-05-10,,Active,PayPal,15,INR,127.42
S004352,C03142,P003,2022-03-07,,Active,Bank Transfer,20,USD,119.98
S004353,C07460,P001,2024-01-30,,Active,Bank Transfer,20,EUR,119.92
S004354,C11793,P001,2021-11-03,,Active,Credit Card,10,INR,94.44
S004355,C03271,P001,2022-05-26,,Active,Credit Card,20,EUR,35.98
S004356,C08094,P002,2023-07-06,,Active,Bank Transfer,0,USD,359.88
S004357,C06094,P001,2021-04-25,,Active,Bank Transfer,10,USD,134.91
S004358,C00657,P003,2022-05-18,,Active,PayPal,10,USD,494.9
S004359,C07888,P001,2022-07-27,,Active,Bank Transfer,0,USD,74.95
S004360,C07718,P002,2023-04-10,2023-10-07,Cancelled,PayPal,5,INR,170.94
S004361,C02502,P001,2023-05-25,,Active,Bank Transfer,0,INR,89.94
S004362,C02048,P003,2022-06-07,,Active,Credit Card,0,USD,249.95
S004363,C02881,P002,2022-10-13,,Active,Bank Transfer,20,USD,119.96
S004364,C09135,P003,2022-05-28,,Active,Credit Card,0,USD,49.99
S004365,C08100,P001,2021-06-19,2021-12-16,Cancelled,PayPal,5,USD,85.44
S004366,C00945,P002,2023-04-17,,Active,PayPal,15,USD,178.44
S004367,C04665,P001,2021-07-13,2021-12-10,Cancelled,Bank Transfer,0,EUR,74.95
S004368,C14032,P001,2023-11-10,,Active,Credit Card,0,USD,74.95
S004369,C08689,P002,2021-08-10,,Active,PayPal,10,USD,323.89
S004370,C13117,P001,2023-09-01,,Active,Credit Card,0,INR,104.93
S004371,C08400,P002,2022-08-17,2023-04-14,Cancelled,Credit Card,0,USD,239.92
S004372,C04884,P002,2021-02-21,,Active,PayPal,10,INR,161.95
S004373,C12007,P002,2024-03-13,,Active,PayPal,0,EUR,329.89
S004374,C08368,P003,2023-10-15,,Active,Bank Transfer,5,USD,237.45
S004375,C13835,P001,2023-03-22,2023-07-20,Cancelled,PayPal,20,INR,47.97
S004376,C09397,P004,2023-05-10,2023-07-09,Cancelled,Bank Transfer,0,USD,199.98
S004377,C11899,P001,2021-02-18,,Active,PayPal,0,USD,149.9
S004378,C08917,P004,2021-04-29,,Active,Bank Transfer,5,EUR,1139.89
S004379,C05909,P001,2023-04-18,,Active,Credit Card,0,INR,179.88
S004380,C06138,P004,2022-02-14,,Active,Credit Card,0,INR,1199.88
S004381,C00459,P003,2023-06-09,,Active,Credit Card,0,USD,549.89
S004382,C11796,P003,2021-12-02,2022-07-30,Cancelled,PayPal,10,USD,359.93
S004383,C00965,P004,2022-05-13,,Active,Credit Card,0,EUR,799.92
S004384,C00512,P001,2022-04-19,,Active,Credit Card,10,EUR,26.98
S004385,C05459,P002,2023-08-02,,Active,Bank Transfer,0,EUR,359.88
S004386,C02135,P001,2023-09-19,2023-10-19,Cancelled,PayPal,15,USD,12.74
S004387,C07411,P001,2021-01-14,,Active,PayPal,5,EUR,56.96
S004388,C03652,P002,2023-10-03,,Active,PayPal,10,USD,53.98
S004389,C03674,P001,2021-01-02,2021-11-28,Cancelled,PayPal,15,INR,140.16
S004390,C07766,P003,2023-08-03,,Active,Credit Card,0,USD,349.93
S004391,C09272,P003,2023-07-17,2023-08-16,Cancelled,Credit Card,0,USD,49.99
S004392,C06376,P001,2023-05-01,,Active,Bank Transfer,10,USD,94.44
S004393,C00793,P001,2022-10-03,,Active,PayPal,0,USD,164.89
S004394,C08024,P002,2021-09-28,,Active,Bank Transfer,15,EUR,101.97
S004395,C09115,P004,2021-04-20,,Active,Credit Card,5,EUR,664.93
S004396,C13379,P002,2022-11-25,,Active,PayPal,0,INR,269.91
S004397,C04622,P001,2021-04-23,2022-04-18,Cancelled,PayPal,10,USD,161.89
S004398,C14723,P003,2022-10-01,2022-11-30,Cancelled,Bank Transfer,0,USD,99.98
S004399,C02987,P003,2021-04-14,,Active,Bank Transfer,5,INR,522.4
S004400,C10911,P004,2022-03-03,,Active,Bank Transfer,0,USD,1099.89
S004401,C05066,P001,2023-09-30,,Active,Credit Card,0,EUR,104.93
S004402,C07446,P004,2023-02-13,,Active,PayPal,0,EUR,399.96
S004403,C06563,P002,2022-09-21,,Active,Bank Transfer,0,USD,329.89
S004404,C10515,P002,2021-03-04,,Active,PayPal,5,USD,28.49
S004405,C00267,P004,2022-11-13,,Active,Bank Transfer,0,USD,699.93
S004406,C12612,P001,2024-03-19,2024-04-18,Cancelled,PayPal,0,USD,14.99
S004407,C04528,P004,2023-11-06,,Active,PayPal,10,EUR,629.94
S004408,C12589,P003,2024-04-13,,Active,PayPal,10,USD,179.96
S004409,C07728,P002,2022-12-10,2023-09-06,Cancelled,PayPal,0,USD,269.91
S004410,C01350,P002,2023-06-06,,Active,Credit Card,5,USD,256.41
S004411,C09168,P002,2023-01-13,,Active,Credit Card,15,USD,127.46
S004412,C04871,P004,2024-02-14,,Active,Bank Transfer,0,USD,499.95
S004413,C00858,P001,2023-06-23,2023-11-20,Cancelled,Bank Transfer,5,USD,71.2
S004414,C01336,P002,2023-09-29,,Active,Bank Transfer,0,EUR,149.95
S004415,C09484,P003,2023-01-17,2023-03-18,Cancelled,PayPal,0,USD,99.98
S004416,C14837,P002,2024-01-19,,Active,Bank Transfer,20,INR,143.95
S004417,C00075,P002,2022-07-05,2023-04-01,Cancelled,Credit Card,0,USD,269.91
S004418,C01087,P001,2023-01-12,,Active,Credit Card,0,USD,14.99
S004419,C03805,P004,2022-10-22,,Active,Credit Card,5,INR,1139.89
S004420,C12560,P001,2021-06-28,,Active,Credit Card,5,USD,99.68
S004421,C03802,P002,2022-03-28,,Active,PayPal,20,USD,119.96
S004422,C13239,P004,2024-01-01,2024-12-26,Cancelled,Credit Card,10,EUR,1079.89
S004423,C01491,P003,2022-09-30,,Active,Bank Transfer,5,EUR,142.47
S004424,C14346,P002,2022-11-18,,Active,Bank Transfer,5,EUR,56.98
S004425,C09160,P001,2023-06-07,,Active,Credit Card,5,USD,56.96
S004426,C06594,P003,2023-06-15,,Active,PayPal,0,USD,299.94
S004427,C02773,P002,2021-08-11,,Active,Credit Card,0,USD,179.94
S004428,C12006,P001,2021-09-11,,Active,PayPal,0,USD,104.93
S004429,C01423,P003,2024-04-10,2024-09-07,Cancelled,PayPal,15,INR,212.46
S004430,C10021,P003,2021-07-28,,Active,Bank Transfer,0,USD,449.91
S004431,C09931,P003,2021-09-22,,Active,PayPal,0,INR,549.89
S004432,C08975,P002,2023-12-26,2024-04-24,Cancelled,PayPal,0,INR,119.96
S004433,C12542,P004,2023-07-05,,Active,Credit Card,15,EUR,254.97
S004434,C03724,P003,2022-04-16,2022-10-13,Cancelled,PayPal,15,USD,254.95
S004435,C08245,P002,2023-09-28,,Active,Bank Transfer,0,USD,359.88
S004436,C10842,P004,2023-01-22,,Active,Bank Transfer,5,INR,854.91
S004437,C14974,P004,2024-04-03,,Active,Bank Transfer,0,INR,499.95
S004438,C06518,P001,2023-07-21,,Active,Credit Card,5,INR,170.89
S004439,C11589,P002,2023-10-03,,Active,Bank Transfer,5,USD,313.4
S004440,C09599,P001,2021-01-08,,Active,PayPal,10,USD,134.91
S004441,C01664,P003,2023-08-24,,Active,Bank Transfer,10,USD,539.89
S004442,C00257,P004,2023-08-27,,Active,Credit Card,15,USD,849.92
S004443,C06529,P003,2023-06-09,,Active,PayPal,0,USD,49.99
S004444,C05654,P001,2021-09-19,,Active,PayPal,15,USD,12.74
S004445,C00010,P001,2021-03-01,,Active,Credit Card,10,USD,94.44
S004446,C00611,P002,2024-01-08,,Active,PayPal,15,USD,101.97
S004447,C14514,P002,2023-04-07,,Active,Bank Transfer,0,USD,89.97
S004448,C13448,P003,2022-04-09,,Active,Bank Transfer,5,USD,379.92
S004449,C07281,P003,2022-06-02,2022-07-02,Cancelled,PayPal,0,EUR,49.99
S004450,C07136,P003,2023-09-01,,Active,Bank Transfer,0,EUR,199.96
S004451,C09447,P001,2021-06-05,,Active,Bank Transfer,10,EUR,13.49
S004452,C01512,P002,2021-07-01,,Active,PayPal,0,USD,149.95
S004453,C05937,P004,2023-10-26,,Active,PayPal,10,USD,179.98
S004454,C07141,P002,2021-09-12,2022-03-11,Cancelled,PayPal,15,USD,152.95
S004455,C03137,P002,2021-05-04,2021-07-03,Cancelled,Bank Transfer,5,EUR,56.98
S004456,C01827,P001,2021-10-23,2022-10-18,Cancelled,Bank Transfer,0,USD,179.88
S004457,C01084,P002,2023-05-18,,Active,Credit Card,5,USD,56.98
S004458,C11410,P002,2021-12-02,,Active,Credit Card,0,EUR,89.97
S004459,C04500,P001,2022-06-15,,Active,PayPal,0,USD,89.94
S004460,C13325,P001,2023-07-09,2024-02-04,Cancelled,Credit Card,20,INR,83.94
S004461,C14726,P004,2024-02-20,2024-09-17,Cancelled,PayPal,20,INR,559.94
S004462,C09106,P003,2021-04-29,,Active,PayPal,0,USD,49.99
S004463,C10546,P002,2021-11-04,,Active,Bank Transfer,10,USD,26.99
S004464,C06026,P003,2021-05-05,2021-06-04,Cancelled,Bank Transfer,10,USD,44.99
S004465,C05564,P002,2021-08-10,,Active,PayPal,10,USD,215.93
S004466,C14186,P003,2023-02-10,2023-08-09,Cancelled,Credit Card,0,USD,299.94
S004467,C09317,P002,2023-03-17,,Active,PayPal,5,USD,313.4
S004468,C10099,P004,2022-10-17,,Active,Credit Card,0,EUR,399.96
S004469,C02352,P004,2022-12-10,,Active,Credit Card,10,EUR,989.9
S004470,C05705,P001,2022-01-13,2022-02-12,Cancelled,Credit Card,10,INR,13.49
S004471,C08582,P004,2023-04-25,,Active,PayPal,0,USD,699.93
S004472,C01956,P004,2024-01-17,2024-05-16,Cancelled,Bank Transfer,5,USD,379.96
S004473,C01638,P003,2021-12-22,,Active,PayPal,10,USD,269.95
S004474,C13762,P004,2022-08-17,,Active,Bank Transfer,15,USD,84.99
S004475,C10149,P003,2021-01-08,2021-03-09,Cancelled,Bank Transfer,10,USD,89.98
S004476,C03628,P003,2021-04-09,,Active,Credit Card,10,USD,224.96
S004477,C12679,P002,2024-01-23,,Active,Credit Card,0,EUR,89.97
S004478,C02747,P004,2022-10-22,,Active,PayPal,0,INR,999.9
S004479,C00598,P002,2021-10-18,2022-03-17,Cancelled,Bank Transfer,0,INR,149.95
S004480,C12748,P004,2021-01-19,2021-12-15,Cancelled,PayPal,15,USD,934.91
S004481,C02717,P002,2023-05-29,,Active,PayPal,0,INR,359.88
S004482,C14941,P004,2023-08-10,,Active,Bank Transfer,10,INR,1079.89
S004483,C10440,P002,2023-06-30,,Active,Bank Transfer,5,USD,56.98
S004484,C03602,P002,2022-01-19,,Active,Bank Transfer,0,EUR,239.92
S004485,C14360,P002,2021-05-21,,Active,PayPal,20,USD,47.98
S004486,C14228,P002,2021-03-18,,Active,Bank Transfer,10,USD,323.89
S004487,C12233,P002,2023-09-03,,Active,PayPal,0,USD,89.97
S004488,C03456,P001,2021-08-19,,Active,PayPal,0,INR,44.97
S004489,C01085,P003,2022-08-02,,Active,Bank Transfer,20,USD,399.92
S004490,C02831,P001,2021-03-08,,Active,Credit Card,15,USD,50.97
S004491,C11884,P001,2023-10-13,,Active,PayPal,0,USD,44.97
S004492,C10989,P004,2022-07-11,,Active,Credit Card,5,EUR,284.97
S004493,C07358,P001,2022-08-27,2023-08-22,Cancelled,PayPal,0,USD,179.88
S004494,C01490,P002,2021-09-09,2021-10-09,Cancelled,Bank Transfer,15,USD,25.49
S004495,C13826,P004,2022-01-21,2022-04-21,Cancelled,Bank Transfer,20,USD,239.98
S004496,C04550,P003,2021-02-11,,Active,Credit Card,0,USD,449.91
S004497,C03633,P002,2022-02-01,2022-05-02,Cancelled,PayPal,10,USD,80.97
S004498,C11059,P002,2023-04-07,,Active,PayPal,5,USD,56.98
S004499,C05792,P002,2022-12-27,,Active,Bank Transfer,0,USD,119.96
S004500,C03548,P004,2022-08-25,,Active,PayPal,0,USD,499.95
S004501,C05208,P001,2022-09-11,2023-04-09,Cancelled,Bank Transfer,10,USD,94.44
S004502,C02384,P002,2022-04-21,,Active,Credit Card,0,USD,359.88
S004503,C03903,P003,2023-05-30,2023-11-26,Cancelled,Credit Card,20,USD,239.95
S004504,C10250,P001,2021-05-05,,Active,Bank Transfer,5,USD,156.65
S004505,C05920,P003,2023-09-29,,Active,Credit Card,5,INR,379.92
S004506,C14274,P001,2022-12-31,,Active,Credit Card,0,INR,14.99
S004507,C06318,P004,2022-11-13,,Active,PayPal,0,USD,1199.88
S004508,C08858,P001,2022-02-24,2022-03-26,Cancelled,Credit Card,0,EUR,14.99
S004509,C10794,P002,2024-01-29,,Active,PayPal,15,USD,127.46
S004510,C08734,P002,2021-06-24,,Active,Bank Transfer,5,USD,199.43
S004511,C08350,P001,2021-10-30,2022-04-28,Cancelled,Credit Card,10,INR,80.95
S004512,C10792,P002,2024-02-20,,Active,Bank Transfer,20,INR,167.94
S004513,C14128,P003,2021-01-27,2021-11-23,Cancelled,Credit Card,0,USD,499.9
S004514,C06865,P002,2022-07-02,,Active,Credit Card,0,EUR,149.95
S004515,C00206,P001,2021-05-14,,Active,PayPal,0,EUR,119.92
S004516,C03429,P001,2022-06-10,,Active,Bank Transfer,20,USD,23.98
S004517,C12362,P001,2021-08-02,,Active,Credit Card,5,USD,85.44
S004518,C01406,P002,2021-06-28,,Active,Bank Transfer,0,USD,299.9
S004519,C00828,P002,2024-02-13,,Active,PayPal,10,EUR,242.92
S004520,C12309,P003,2021-09-16,,Active,PayPal,20,EUR,359.93
S004521,C05480,P003,2021-09-01,,Active,Bank Transfer,5,INR,142.47
S004522,C12503,P003,2023-12-14,2024-05-12,Cancelled,Credit Card,20,USD,199.96
S004523,C14820,P002,2024-03-18,,Active,Credit Card,0,EUR,269.91
S004524,C11870,P004,2021-08-03,,Active,Credit Card,15,USD,169.98
S004525,C10333,P004,2022-04-04,,Active,Credit Card,0,USD,899.91
S004526,C12736,P003,2023-10-18,,Active,Credit Card,5,INR,474.9
S004527,C05974,P001,2023-12-27,,Active,Credit Card,0,USD,149.9
S004528,C11931,P003,2022-10-09,2022-11-08,Cancelled,Bank Transfer,0,INR,49.99
S004529,C12861,P002,2024-01-02,2024-03-02,Cancelled,Bank Transfer,10,USD,53.98
S004530,C01686,P003,2022-05-15,2022-10-12,Cancelled,Bank Transfer,0,USD,249.95
S004531,C13525,P002,2022-08-08,,Active,Bank Transfer,10,USD,134.95
S004532,C01585,P001,2024-04-04,,Active,Bank Transfer,20,INR,143.9
S004533,C12324,P002,2022-02-17,,Active,Credit Card,0,USD,179.94
S004534,C10441,P002,2024-01-24,,Active,PayPal,0,EUR,89.97
S004535,C08475,P003,2022-07-30,,Active,Credit Card,0,EUR,149.97
S004536,C12513,P002,2023-08-31,,Active,Credit Card,5,USD,170.94
S004537,C06975,P002,2021-02-13,2021-06-13,Cancelled,Bank Transfer,20,USD,95.97
S004538,C03193,P001,2021-10-10,,Active,Credit Card,10,USD,40.47
S004539,C12405,P003,2022-07-20,2022-12-17,Cancelled,Bank Transfer,0,INR,249.95
S004540,C04340,P002,2021-12-27,,Active,PayPal,0,EUR,299.9
S004541,C00595,P001,2022-07-25,,Active,Bank Transfer,5,USD,142.4
S004542,C00735,P004,2024-02-03,,Active,Credit Card,0,USD,299.97
S004543,C02935,P003,2022-03-01,,Active,PayPal,10,USD,359.93
S004544,C02476,P001,2022-12-02,,Active,Bank Transfer,20,USD,23.98
S004545,C04685,P001,2022-03-27,,Active,PayPal,0,USD,14.99
S004546,C13628,P004,2021-10-03,2022-04-01,Cancelled,Bank Transfer,0,USD,599.94
S004547,C00300,P001,2023-08-12,2024-03-09,Cancelled,PayPal,15,INR,89.19
S004548,C05071,P001,2021-02-01,2021-12-28,Cancelled,PayPal,10,USD,148.4
S004549,C13266,P002,2021-08-07,,Active,PayPal,0,EUR,329.89
S004550,C10705,P001,2022-10-01,2023-08-27,Cancelled,PayPal,0,EUR,164.89
S004551,C10573,P004,2023-04-30,,Active,Credit Card,0,USD,999.9
S004552,C08476,P003,2024-01-30,,Active,Bank Transfer,10,EUR,224.96
S004553,C13537,P002,2021-06-02,,Active,Credit Card,5,USD,227.92
S004554,C10420,P003,2021-05-21,2021-06-20,Cancelled,Credit Card,5,USD,47.49
S004555,C09071,P001,2021-12-26,2022-05-25,Cancelled,PayPal,0,INR,74.95
S004556,C02448,P001,2022-12-02,,Active,PayPal,0,INR,44.97
S004557,C07816,P004,2021-09-18,,Active,Credit Card,20,EUR,479.95
S004558,C11091,P003,2022-02-13,,Active,Credit Card,0,EUR,249.95
S004559,C02929,P002,2021-04-17,,Active,Credit Card,0,EUR,239.92
S004560,C05912,P001,2021-01-21,,Active,Credit Card,0,USD,44.97
S004561,C08330,P001,2023-03-12,2023-09-08,Cancelled,Credit Card,10,USD,80.95
S004562,C01594,P001,2021-08-28,2021-09-27,Cancelled,Credit Card,0,USD,14.99
S004563,C07272,P001,2022-07-28,2022-09-26,Cancelled,Credit Card,15,USD,25.48
S004564,C04346,P002,2021-07-10,2022-02-05,Cancelled,Credit Card,0,USD,209.93
S004565,C12886,P001,2021-08-31,,Active,PayPal,5,USD,99.68
S004566,C09874,P003,2021-04-09,2022-02-03,Cancelled,Bank Transfer,5,USD,474.9
S004567,C08539,P001,2022-11-23,2023-10-19,Cancelled,Bank Transfer,10,USD,148.4
S004568,C00865,P002,2022-08-08,2023-01-05,Cancelled,Bank Transfer,10,EUR,134.95
S004569,C10132,P003,2022-04-18,,Active,Bank Transfer,0,EUR,349.93
S004570,C02755,P002,2021-09-30,,Active,Bank Transfer,0,EUR,89.97
S004571,C04644,P002,2021-07-23,,Active,PayPal,0,INR,359.88
S004572,C10953,P002,2023-05-19,,Active,Bank Transfer,5,EUR,227.92
S004573,C01870,P001,2021-07-14,,Active,PayPal,0,INR,179.88
S004574,C07553,P004,2022-02-09,,Active,Credit Card,10,EUR,899.91
S004575,C14297,P004,2023-07-13,2024-04-08,Cancelled,Credit Card,0,USD,899.91
S004576,C03936,P001,2023-12-12,,Active,Credit Card,5,USD,156.65
S004577,C10248,P001,2023-05-18,,Active,Credit Card,0,USD,104.93
S004578,C08895,P004,2021-01-04,2021-10-01,Cancelled,Bank Transfer,15,USD,764.92
S004579,C00634,P002,2021-12-21,,Active,Bank Transfer,5,USD,227.92
S004580,C02852,P004,2021-09-04,,Active,PayPal,0,USD,899.91
S004581,C14954,P002,2024-04-05,,Active,Bank Transfer,5,EUR,256.41
S004582,C14587,P002,2022-01-16,,Active,Credit Card,5,USD,341.89
S004583,C00801,P002,2023-06-24,,Active,Bank Transfer,0,USD,329.89
S004584,C09270,P003,2021-03-28,,Active,Credit Card,5,EUR,284.94
S004585,C08467,P003,2022-01-13,2022-08-11,Cancelled,Credit Card,0,USD,349.93
S004586,C14076,P001,2023-12-29,2024-01-28,Cancelled,Bank Transfer,10,EUR,13.49
S004587,C12879,P001,2022-02-11,2022-12-08,Cancelled,Bank Transfer,5,EUR,142.4
S004588,C10821,P001,2023-04-27,,Active,PayPal,0,EUR,74.95
S004589,C09546,P001,2022-12-22,,Active,PayPal,0,USD,89.94
S004590,C04714,P001,2021-12-06,2022-08-03,Cancelled,PayPal,0,EUR,119.92
S004591,C10795,P004,2024-03-08,2025-02-01,Cancelled,Bank Transfer,0,USD,1099.89
S004592,C11978,P002,2022-10-09,,Active,Bank Transfer,20,INR,287.9
S004593,C03787,P004,2022-10-16,,Active,Credit Card,0,USD,199.98
S004594,C08815,P001,2021-05-21,2021-12-17,Cancelled,Credit Card,0,USD,104.93
S004595,C06431,P002,2023-08-15,,Active,Bank Transfer,20,USD,287.9
S004596,C08209,P002,2023-07-09,,Active,PayPal,15,USD,152.95
S004597,C11261,P004,2023-03-02,,Active,Credit Card,10,EUR,629.94
S004598,C01744,P002,2022-02-03,2022-10-31,Cancelled,Bank Transfer,0,INR,269.91
S004599,C09841,P003,2024-03-03,,Active,PayPal,0,USD,549.89
S004600,C02330,P001,2021-07-19,2022-05-15,Cancelled,Credit Card,0,USD,149.9
S004601,C00052,P001,2022-06-04,2023-04-30,Cancelled,Credit Card,0,USD,164.89
S004602,C05285,P004,2021-10-27,,Active,Credit Card,10,USD,629.94
S004603,C08798,P002,2021-03-21,,Active,Bank Transfer,20,EUR,23.99
S004604,C06636,P003,2023-07-02,,Active,Credit Card,10,INR,404.92
S004605,C08146,P002,2021-08-31,2021-12-29,Cancelled,Bank Transfer,10,USD,107.96
S004606,C14474,P003,2021-03-11,,Active,Credit Card,10,USD,314.94
S004607,C02480,P001,2022-03-17,,Active,Credit Card,0,INR,44.97
S004608,C01597,P004,2022-06-15,2023-01-11,Cancelled,Bank Transfer,0,EUR,699.93
S004609,C12061,P003,2023-07-19,2024-06-13,Cancelled,Bank Transfer,0,USD,549.89
S004610,C14473,P002,2022-05-13,,Active,PayPal,5,EUR,28.49
S004611,C07007,P001,2021-03-09,,Active,PayPal,0,USD,29.98
S004612,C11995,P004,2023-07-29,,Active,Credit Card,20,USD,159.98
S004613,C07728,P003,2021-08-18,,Active,PayPal,20,USD,439.91
S004614,C01910,P004,2023-07-24,,Active,PayPal,15,INR,679.93
S004615,C01665,P002,2023-11-18,2024-07-15,Cancelled,Credit Card,10,USD,215.93
S004616,C13432,P002,2023-06-17,,Active,PayPal,5,USD,313.4
S004617,C01326,P001,2022-10-23,2023-03-22,Cancelled,Credit Card,10,INR,67.46
S004618,C10172,P002,2021-03-20,2021-11-15,Cancelled,PayPal,10,USD,215.93
S004619,C04849,P002,2022-02-16,,Active,PayPal,20,USD,167.94
S004620,C07488,P002,2021-05-06,2021-07-05,Cancelled,Credit Card,15,USD,50.98
S004621,C00176,P003,2022-11-23,,Active,Bank Transfer,0,USD,549.89
S004622,C14068,P004,2023-05-19,2024-02-13,Cancelled,PayPal,5,EUR,854.91
S004623,C01390,P002,2021-06-07,2021-11-04,Cancelled,Bank Transfer,10,INR,134.95
S004624,C02667,P004,2023-09-21,,Active,Credit Card,15,USD,679.93
S004625,C14296,P004,2022-01-28,2022-07-27,Cancelled,PayPal,0,USD,599.94
S004626,C01089,P002,2021-09-10,,Active,PayPal,15,USD,101.97
S004627,C12885,P001,2023-05-22,,Active,PayPal,15,USD,12.74
S004628,C04146,P003,2022-05-29,,Active,Bank Transfer,5,USD,237.45
S004629,C14397,P001,2022-09-10,,Active,Bank Transfer,5,EUR,56.96
S004630,C07653,P001,2021-07-29,,Active,Credit Card,0,INR,179.88
